name,site,phone_number,full_address,street,city,state,postal_code,review_count,review_stars,working_hours,latitude,longitude,source_url
Chicago Thai Boxing Academy,http://chicagothaiboxingacademy.com/,+1 773 295 4851,"5645 W Irving Park Rd, Chicago, IL 60634",5645 W Irving Park Rd,Chicago,IL,60634,87,4.7,"{""Friday"":""10 AM–1 PM"",""Monday"":""10 AM–1 PM"",""Saturday"":""9 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–1 PM"",""Tuesday"":""10 AM–1 PM"",""Wednesday"":""10 AM–1 PM""}",41.9529621,-87.7689163,"https://www.google.com/maps/place/Chicago+Thai+Boxing+Academy/@41.907889,-87.8273268,11.75z/data=!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880fcc73dce3eb9b:0xb327b5c7280777b9!8m2!3d41.9529621!4d-87.7689163!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBFG11YXlfdGhhaV9ib3hpbmdfZ3ltmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU50YkRkRE1XVjNFQUWqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnotL2lPKVxWnEuKfJugO_kQ8fImSYNPHDIbEAIiF2JveGluZyBjbGFzcyBpbiBjaGljYWdv4AEA-gEECAAQPw!16s%2Fg%2F11b7qqlpx3?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Hammer Fitness and Boxing,http://www.hammerfitnessandboxing.com/,+1 312 573 1950,"525 W North Ave, Chicago, IL 60610",525 W North Ave,Chicago,IL,60610,43,4.9,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""8 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",41.91079,-87.642075,"https://www.google.com/maps/place/Hammer+Fitness+and+Boxing/@41.907889,-87.8273268,11.75z/data=!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880fd33ec9e07487:0x4048248feccdf358!8m2!3d41.91079!4d-87.642075!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkhhRGRJZWtkUkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQUIxAEQRA!16s%2Fg%2F11hbsj2jr7?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Ayala Boxing Academy,https://www.ayalaboxing.com/home/,+1 773 719 0369,"3144 N Lincoln Ave, Chicago, IL 60657",3144 N Lincoln Ave,Chicago,IL,60657,18,5,"{""Friday"":""7:30 AM–7:30 PM"",""Monday"":""7:30 AM–7:30 PM"",""Saturday"":""8:30 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""7:30 AM–7:30 PM"",""Tuesday"":""7:30 AM–7:30 PM"",""Wednesday"":""7:30 AM–7:30 PM""}",41.9386807,-87.667799,"https://www.google.com/maps/place/Ayala+Boxing+Academy/@41.907889,-87.8273268,11.75z/data=!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880fd3ae2492bd61:0x67c60e2bdec5c684!8m2!3d41.9386807!4d-87.667799!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXhNemN6U0dwUlJSQUKqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnotL2lPKVxWnEuKfJugO_kQ8fImSYNPHDIbEAIiF2JveGluZyBjbGFzcyBpbiBjaGljYWdv4AEA-gEECAAQSg!16s%2Fg%2F11vjxhcv8w?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Rick Ramos Boxing Gym,http://www.rickramosboxing.com/,,"Basement, 600 W Cermak Rd, Chicago, IL 60616",600 W Cermak Rd,Chicago,IL,60616,54,4.9,"{""Friday"":""4:30–8:30 AM"",""Monday"":""4:45–8:30 AM"",""Saturday"":""6:30 AM–12 PM"",""Sunday"":""7 AM–12 PM"",""Thursday"":""6:30–8:30 AM"",""Tuesday"":""4:45–8:30 AM"",""Wednesday"":""5:30–8:30 AM""}",41.8529415,-87.6421112,"https://www.google.com/maps/place/Rick+Ramos+Boxing+Gym/@41.907889,-87.8273268,11.75z/data=!3m1!5s0x880e2c5eddfcdcb3:0x4a9dd29c53e5eb68!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880e2c5edb157673:0x9e507cc87e7b8582!8m2!3d41.8529415!4d-87.6421112!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTm5hblIxUVZwbkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQQIABBL!16s%2Fg%2F1hm26nty0?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Oakley Fight Club & Fitness,http://oakleyfightclub.com/,+1 312 666 2699,"410 N Oakley Blvd, Chicago, IL 60612",410 N Oakley Blvd,Chicago,IL,60612,39,5,"{""Friday"":""12–6 PM"",""Monday"":""2–10 PM"",""Saturday"":""8 AM–2 PM"",""Sunday"":""9 AM–12 PM"",""Thursday"":""2–10 PM"",""Tuesday"":""2–10 PM"",""Wednesday"":""2–10 PM""}",41.8890143,-87.6843991,"https://www.google.com/maps/place/Oakley+Fight+Club+%26+Fitness/@41.907889,-87.8273268,11.75z/data=!3m1!5s0x880e2d4ee285b29f:0xcc07b3bae74f6e1d!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880e2d4f1d581093:0xac9fe7d18b4356ee!8m2!3d41.8890143!4d-87.6843991!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlhkRFZ1UzFGbkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQQIWxA8!16s%2Fg%2F1pp2x9kry?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Underground Boxing and Conditioning (UBC Gym),http://ubcgym.com/,+1 312 265 0518,"324 N Michigan Ave, Chicago, IL 60601",324 N Michigan Ave,Chicago,IL,60601,50,4.9,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",41.8875539,-87.6247898,"https://www.google.com/maps/place/Underground+Boxing+and+Conditioning+(UBC+Gym)/@41.907889,-87.8273268,11.75z/data=!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880e2c9b580181b7:0xf80662090cf396ae!8m2!3d41.8875539!4d-87.6247898!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlFaM1JmUVZoUkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQQIABBK!16s%2Fg%2F11cr_h9_cs?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Knuckleheads Boxing Gym,http://knuckleheadsboxing.com/,+1 773 242 2065,"633 S Plymouth Ct, Chicago, IL 60605",633 S Plymouth Ct,Chicago,IL,60605,59,4.9,"{""Friday"":""6:30 AM–7 PM"",""Monday"":""6:30 AM–8 PM"",""Saturday"":""8 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""6:30 AM–8:30 PM"",""Tuesday"":""6:30 AM–8:30 PM"",""Wednesday"":""6:30 AM–8 PM""}",41.8734576,-87.6284325,"https://www.google.com/maps/place/Knuckleheads+Boxing+Gym/@41.907889,-87.8273268,11.75z/data=!4m10!1m2!2m1!1sboxing+class+in+chicago!3m6!1s0x880e2dfd3452167f:0x502c7d2242f42b8f!8m2!3d41.8734576!4d-87.6284325!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk9kRGRNZGs1M0VBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQQIQxBI!16s%2Fg%2F11lfldytqh?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Royal Boxing + MMA,http://www.royalboxingmma.com/,+1 312 907 0467,"1956 W Lawrence Ave, Chicago, IL 60640",1956 W Lawrence Ave,Chicago,IL,60640,36,5,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""8 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",41.968881,-87.67851,"https://www.google.com/maps/place/Royal+Boxing+%2B+MMA/@41.907889,-87.8273268,11.75z/data=!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880fd397f60c93a7:0xda8b68238b7e79!8m2!3d41.968881!4d-87.67851!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBC2JveGluZ19jbHVimgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4Q1NrMXFUa1JPU0VVeVpHMDVhMDE2YkZsTk1IaGFVV3RrYWsxSFl4QUKqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnotL2lPKVxWnEuKfJugO_kQ8fImSYNPHDIbEAIiF2JveGluZyBjbGFzcyBpbiBjaGljYWdv4AEA-gEFCIMBEEU!16s%2Fg%2F11xn1ybwym?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Chicago Youth Boxing Club,http://www.chicagoyouthboxingclub.org/,+1 773 565 4235,"2300 S Millard Ave, Chicago, IL 60623",2300 S Millard Ave,Chicago,IL,60623,33,4.6,"{""Friday"":""3–9 PM"",""Monday"":""3–9 PM"",""Saturday"":""10 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""3–9 PM"",""Tuesday"":""3–9 PM"",""Wednesday"":""3–9 PM""}",41.8496564,-87.7165374,"https://www.google.com/maps/place/Chicago+Youth+Boxing+Club/@41.907889,-87.8273268,11z/data=!3m1!5s0x880e32679c4939f9:0xed8196884815d4f4!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880e32679fd1c4c9:0x2330de41c6d07e46!8m2!3d41.8496564!4d-87.7165374!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXplbEF6VFhSUlJSQUKqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG9V-tnotL2lPKVxWnEuKfJugO_kQ8fImSYNPHDIbEAIiF2JveGluZyBjbGFzcyBpbiBjaGljYWdv4AEA-gEECAAQIQ!16s%2Fg%2F1td6n7cw?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
POW! Gym Chicago & Chicago Parisi Speed School,http://www.powgymchicago.com/,+1 312 829 7699,"310 S Racine Ave 1st floor, Chicago, IL 60607",310 S Racine Ave 1st floor,Chicago,IL,60607,184,5,"{""Friday"":""8 AM–7:30 PM"",""Monday"":""7 AM–8:30 PM"",""Saturday"":""7:30 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""7 AM–8:30 PM"",""Tuesday"":""7 AM–8:30 PM"",""Wednesday"":""7 AM–8:30 PM""}",41.8774469,-87.6571355,"https://www.google.com/maps/place/POW!+Gym+Chicago+%26+Chicago+Parisi+Speed+School/@41.907889,-87.8273268,11z/data=!3m1!5s0x880e2cdf93c767f9:0x381fc42828113102!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880e2cdf9252a943:0x7904338416bb2234!8m2!3d41.8774469!4d-87.6571355!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBA2d5bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOcU16UlBiRU5SRUFFqgFSEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6LS9pTylcVpxLinyboDv5EPHyJkmDTxwyGxACIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb-ABAPoBBQjFARA_!16s%2Fg%2F11cr_g634h?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Flowers Fitness Club,https://www.flowersfitnessclub.com/,+1 312 498 6804,"5919 W Division St, Chicago, IL 60651",5919 W Division St,Chicago,IL,60651,20,4.8,"{""Friday"":""6–8 PM"",""Monday"":""6–8 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""6–8 PM"",""Tuesday"":""6–8 PM"",""Wednesday"":""6–8 PM""}",41.9019122,-87.773624,"https://www.google.com/maps/place/Flowers+Fitness+Club/@41.907889,-87.8273268,11z/data=!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880fccabb58bd89b:0xc422fd613a07939a!8m2!3d41.9019122!4d-87.773624!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTVNMjlRVmtOQkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQUIhwEQPg!16s%2Fg%2F11ggs9r4f1?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Chicago Fight House / Independence Park,,+1 312 975 9345,"Independence Park, 3945 N Springfield Ave, Chicago, IL 60618",3945 N Springfield Ave,Chicago,IL,60618,10,5,{},41.9530694,-87.7247773,"https://www.google.com/maps/place/Chicago+Fight+House+%2F+Independence+Park/@41.907889,-87.8273268,11z/data=!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880fd2bf4b9413e9:0xa372b61624c41110!8m2!3d41.9530694!4d-87.7247773!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkdNRGgxZGs5QkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQUIoAMQTA!16s%2Fg%2F1ptyvzpt9?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Unanimous Boxing Gym,http://www.unanimousboxinggym.com/,+1 773 946 3315,"2764 N Milwaukee Ave, Chicago, IL 60647",2764 N Milwaukee Ave,Chicago,IL,60647,73,4.2,"{""Friday"":""6 AM–12 PM"",""Monday"":""6 AM–9 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""8 AM–12 PM"",""Thursday"":""7:30 AM–9 PM"",""Tuesday"":""6 AM–9 PM"",""Wednesday"":""6 AM–9 PM""}",41.9312731,-87.7114798,"https://www.google.com/maps/place/Unanimous+Boxing+Gym/@41.907889,-87.8273268,11z/data=!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880fcd714ea3646f:0x1f485ff229ffd300!8m2!3d41.9312731!4d-87.7114798!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk9Oa2w1T0VGUkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQQIThA_!16s%2Fg%2F11bzq48mnw?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Windy City Boxing,http://www.windycityboxing.com/,+1 312 626 9464,"2150 S Canalport Ave, Chicago, IL 60608",2150 S Canalport Ave,Chicago,IL,60608,17,4.9,"{""Friday"":""8 AM–8 PM"",""Monday"":""8 AM–8 PM"",""Saturday"":""10 AM–1 PM"",""Sunday"":""10 AM–1 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}",41.8532355,-87.6505064,"https://www.google.com/maps/place/Windy+City+Boxing/@41.907889,-87.8273268,11z/data=!3m1!5s0x880e2c570167d4dd:0x9f0a7eeee3a9cb0f!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880e2c570165ed7d:0x4aa6dceeade7b29e!8m2!3d41.8532355!4d-87.6505064!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjFMVWxwWVZabkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIb1X62ei0vaU8pXFacS4p8m6A7-RDx8iZJg08cMhsQAiIXYm94aW5nIGNsYXNzIGluIGNoaWNhZ2_gAQD6AQQIABAa!16s%2Fg%2F11g02vll9c?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Benjilany striking - Muay Thai - kickboxing & MMA chicago,http://www.benjilanystriking.com/,+1 312 248 3843,"3759 N Ravenswood Ave # 123, Chicago, IL 60613",3759 N Ravenswood Ave # 123,Chicago,IL,60613,176,5,"{""Friday"":""7 AM–8:30 PM"",""Monday"":""7 AM–8:30 PM"",""Saturday"":""8 AM–2 PM"",""Sunday"":""9 AM–12:30 PM"",""Thursday"":""7 AM–8:30 PM"",""Tuesday"":""7 AM–8:30 PM"",""Wednesday"":""7 AM–8:30 PM""}",41.95026,-87.6733509,"https://www.google.com/maps/place/Benjilany+striking+-+Muay+Thai+-+kickboxing+%26+MMA+chicago/@41.907889,-87.8273268,11z/data=!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880fd3a4bdcc5273:0xd68f9747813fc9e2!8m2!3d41.95026!4d-87.6733509!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBFG11YXlfdGhhaV9ib3hpbmdfZ3ltmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJVYUV4bFJEaFJSUkFCqgFSEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6LS9pTylcVpxLinyboDv5EPHyJkmDTxwyGxACIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb-ABAPoBBAgzEEI!16s%2Fg%2F11rkhpkqgs?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Lifetough Kids Boxing Club,https://www.lifetoughkids.com/,+1 224 725 3146,"7930 W Foster Ave, Chicago, IL 60656",7930 W Foster Ave,Chicago,IL,60656,105,5,"{""Friday"":""Closed"",""Monday"":""Closed"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Closed"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",41.9746552,-87.8261772,"https://www.google.com/maps/place/Lifetough+Kids+Boxing+Club/@41.907889,-87.8273268,11z/data=!4m11!1m3!2m2!1sboxing+class+in+chicago!6e1!3m6!1s0x880fcba71969d3e9:0xda2bc5814ece9580!8m2!3d41.9746552!4d-87.8261772!15sChdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb1oZIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb5IBDmZpdG5lc3NfY2VudGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsTFRkTGFIWm5SUkFCqgFSEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhvVfrZ6LS9pTylcVpxLinyboDv5EPHyJkmDTxwyGxACIhdib3hpbmcgY2xhc3MgaW4gY2hpY2Fnb-ABAPoBBAg9EDU!16s%2Fg%2F11p77fq2ln?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Baby Bull Boxing,http://babybullboxing.com/,+1 832 968 3343,"4701 Rose St, Houston, TX 77007",4701 Rose St,Houston,TX,77007,322,5,"{""Friday"":""5 AM–6 PM"",""Monday"":""5 AM–8 PM"",""Saturday"":""7 AM–12 PM"",""Sunday"":""8–10 AM"",""Thursday"":""5 AM–8 PM"",""Tuesday"":""5 AM–8 PM"",""Wednesday"":""5 AM–8 PM""}",29.7689059,-95.4084547,"https://www.google.com/maps/place/Baby+Bull+Boxing/@29.7863601,-95.6249897,11z/data=!4m10!1m2!2m1!1sboxing+class+in+houston!3m6!1s0x8640c0b3730e1ef3:0x4a7e3f57d566b0bf!8m2!3d29.7689059!4d-95.4084547!15sChdib3hpbmcgY2xhc3MgaW4gaG91c3RvbloZIhdib3hpbmcgY2xhc3MgaW4gaG91c3RvbpIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmFaMjlxZUd4QlJSQUKqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7JEYK9nOvDyizoddKQERliHON2VEDTEMImIHjIbEAIiF2JveGluZyBjbGFzcyBpbiBob3VzdG9u4AEA-gEFCKMBEEk!16s%2Fg%2F11c5bkd3sp?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
0 TO 100 Boxing Club,https://0to100boxing.wixsite.com/0to100boxing,+1 713 261 0661,"9441 Country Creek St, Houston, TX 77036",9441 Country Creek St,Houston,TX,77036,34,5,"{""Friday"":""9 AM–9 PM"",""Monday"":""9 AM–9 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–9 PM"",""Tuesday"":""9 AM–9 PM"",""Wednesday"":""9 AM–9 PM""}",29.6766307,-95.5498205,"https://www.google.com/maps/place/0+TO+100+Boxing+Club/@29.7863601,-95.6249897,11z/data=!4m10!1m2!2m1!1sboxing+class+in+houston!3m6!1s0x8640c3cdbd63609f:0x8693975b487c4f2!8m2!3d29.6766307!4d-95.5498205!15sChdib3hpbmcgY2xhc3MgaW4gaG91c3RvbloZIhdib3hpbmcgY2xhc3MgaW4gaG91c3RvbpIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlhPRGh4YTJkblJSQUKqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7JEYK9nOvDyizoddKQERliHON2VEDTEMImIHjIbEAIiF2JveGluZyBjbGFzcyBpbiBob3VzdG9u4AEA-gEECCAQLQ!16s%2Fg%2F11rv2jlgvp?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Houston Colosseum Academy,http://www.houstoncolosseumacademy.com/,+1 832 933 9860,"14929 Westpark Dr ste 200, Houston, TX 77082",14929 Westpark Dr ste 200,Houston,TX,77082,182,5,"{""Friday"":""5 AM–7:30 PM"",""Monday"":""5 AM–9 PM"",""Saturday"":""8 AM–3 PM"",""Sunday"":""9 AM–12 PM"",""Thursday"":""5 AM–9 PM"",""Tuesday"":""5 AM–9 PM"",""Wednesday"":""5 AM–9 PM""}",29.7184322,-95.6528627,"https://www.google.com/maps/place/Houston+Colosseum+Academy/@29.7863601,-95.6249897,11z/data=!4m10!1m2!2m1!1sboxing+class+in+houston!3m6!1s0x8640df210dbb0c73:0x86ff29150fbdb788!8m2!3d29.7184322!4d-95.6528627!15sChdib3hpbmcgY2xhc3MgaW4gaG91c3RvbloZIhdib3hpbmcgY2xhc3MgaW4gaG91c3RvbpIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxkV0pUZWpOUlJSQUKqAVIQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7JEYK9nOvDyizoddKQERliHON2VEDTEMImIHjIbEAIiF2JveGluZyBjbGFzcyBpbiBob3VzdG9u4AEA-gEECEUQTA!16s%2Fg%2F11h7q6q5yh?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Rumble Boxing,https://www.rumbleboxinggym.com/location/the-heights?utm_source=google&utm_medium=referral&utm_campaign=yext&utm_term=organic,+1 713 202 4157,"1113 E 11th St, Houston, TX 77009",1113 E 11th St,Houston,TX,77009,87,5,"{""Friday"":""12 AM–1 PM"",""Monday"":""5:45 AM–1 PM"",""Saturday"":""9 AM–12 PM"",""Sunday"":""9 AM–12:30 PM"",""Thursday"":""7 AM–1 PM"",""Tuesday"":""7 AM–1 PM"",""Wednesday"":""5:45 AM–1 PM""}",29.7910819,-95.3867511,"https://www.google.com/maps/place/Rumble+Boxing/@29.7863601,-95.6249897,11z/data=!4m10!1m2!2m1!1sboxing+class+in+houston!3m6!1s0x8640b9f9adb23477:0xa618eccb4e330e5a!8m2!3d29.7910819!4d-95.3867511!15sChdib3hpbmcgY2xhc3MgaW4gaG91c3RvbloZIhdib3hpbmcgY2xhc3MgaW4gaG91c3RvbpIBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTnZjMDFsUTBkUkVBRaoBUhABKhAiDGJveGluZyBjbGFzcygAMh8QASIbskRgr2c68PKLOh10pARGWIc43ZUQNMQwiYgeMhsQAiIXYm94aW5nIGNsYXNzIGluIGhvdXN0b27gAQD6AQUIqAMQPg!16s%2Fg%2F11stz3q855?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
